iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw
706,-0.631195,0.769413,-0.0979605,-0.0695082,-0.0313461,0.00303526,0.00705031,0.0341841,3.02326,0.0981179,2.25783,0.0857657,-0.0151124,0.00908238
707,-0.286338,0.582319,0.760865,-0.54904,-0.0317068,0.00385461,0.00811653,0.0333592,-0.465654,-0.864645,2.0278,0.0849857,-0.016314,0.0119377
708,-0.303849,0.664702,-0.682529,0.21123,-0.0320912,0.00478801,0.00714104,0.0336104,-1.30822,0.751218,1.99956,0.0830179,-0.01523,0.0147451
709,0.852364,-0.187102,-0.488332,-0.435814,-0.0308437,0.00451737,0.00644221,0.0329483,2.14512,0.510177,-0.216082,0.0859264,-0.0144889,0.0144195
710,0.207288,0.813635,0.543167,-0.527118,-0.0305083,0.00565697,0.00719816,0.0321595,1.19917,-0.574204,1.32134,0.0874943,-0.0152772,0.0162602
711,-0.373164,-0.912215,-0.169154,-0.474891,-0.0309903,0.00436601,0.00695012,0.0314463,-1.36863,0.169971,-1.9591,0.0854463,-0.0150167,0.013482
712,-0.24334,-0.851393,-0.464667,-0.339213,-0.0312885,0.0031641,0.00628774,0.0309257,1.34167,0.483258,-1.84919,0.0872107,-0.0143169,0.0108658
713,0.815924,-0.107074,0.568158,0.710782,-0.0301003,0.00300949,0.00707578,0.0318793,1.49843,-0.604265,-0.130485,0.08919,-0.0151443,0.0106676
714,-0.0590722,-0.566001,-0.822286,0.618165,-0.0301408,0.00221255,0.00591421,0.0327004,-0.15722,0.965416,-1.67479,0.0888449,-0.0137709,0.00830701
715,0.300154,-0.765581,-0.569028,-0.523179,-0.0296789,0.00113872,0.00511009,0.0319229,-2.14903,0.605324,-1.19715,0.085715,-0.0129051,0.00662105
716,-0.867559,0.163432,-0.469714,0.256367,-0.0308491,0.00136538,0.00444693,0.0322364,2.59871,0.488967,2.95539,0.0892247,-0.0122041,0.0107395
717,0.0770574,-0.992763,0.0921052,0.521418,-0.0306986,-2.11279e-05,0.00456919,0.0329187,1.64646,-0.0922359,-1.49333,0.0913966,-0.0123158,0.00864172
718,-0.751461,-0.0554625,0.657442,0.28676,-0.0317025,-9.83443e-05,0.00547848,0.0332722,1.7042,-0.717419,-3.06792,0.0936428,-0.0132978,0.00435682
719,-0.995722,0.0495339,0.0779963,0.035251,-0.0330432,-2.93147e-05,0.00557934,0.033275,-0.599915,-0.0780756,3.09189,0.0926782,-0.0133879,0.00865102
720,-0.711543,-0.530687,0.46052,0.349721,-0.0339856,-0.000766339,0.0062112,0.0337145,2.06889,-0.47858,-2.50077,0.095423,-0.014034,0.00516571
721,-0.457497,0.00581958,0.889192,0.51992,-0.034573,-0.000757205,0.00743586,0.0343888,-3.00328,-1.09558,3.12887,0.0911252,-0.015534,0.00949818
722,-0.311363,0.661267,0.68248,-0.475031,-0.0349564,0.000159727,0.00837082,0.0336833,0.142725,-0.75115,2.01086,0.0911967,-0.0165529,0.0122701
723,-0.932867,0.283734,0.221931,-0.0928897,-0.0361983,0.000551946,0.0086662,0.0335082,0.784028,-0.223794,2.84633,0.0921549,-0.0168395,0.01619
724,-0.607664,-0.602616,-0.517299,0.38816,-0.0369876,-0.00028116,0.00793973,0.033998,-0.1852,0.543691,-2.36037,0.0917718,-0.0160653,0.0129075
725,0.828162,-0.369638,-0.421325,-0.801149,-0.0357943,-0.000790617,0.00734764,0.0328461,1.06047,0.434906,-0.419802,0.093108,-0.0154433,0.0123106
726,-0.956509,0.176817,0.232006,0.0357258,-0.0370625,-0.000545978,0.00765709,0.0328501,0.834581,-0.234139,2.9588,0.0941293,-0.0157445,0.0163692
727,0.832938,-0.211457,0.51137,-0.498386,-0.0358658,-0.00083609,0.00834996,0.0321194,2.11518,-0.536778,-0.248617,0.0969093,-0.0164612,0.0160047
728,0.850537,-0.523674,-0.0485057,0.669157,-0.0346482,-0.00155427,0.00827186,0.0329944,-1.61667,0.0485247,-0.551883,0.0945555,-0.016372,0.0152246
729,-0.209193,0.11917,0.970586,0.515643,-0.0348876,-0.00138867,0.0095919,0.0336565,2.57584,-1.32765,2.62378,0.0979591,-0.0181707,0.0188029
730,-0.614293,0.777647,-0.133829,-0.00599876,-0.0356813,-0.000321501,0.00939544,0.0336022,-2.83852,0.134231,2.23937,0.0939366,-0.0179619,0.0218447
731,0.528822,-0.843597,0.0932261,0.755715,-0.0349091,-0.00147509,0.00951012,0.03459,1.10553,-0.0933616,-1.01086,0.0953204,-0.0180651,0.020432
732,-0.889813,-0.0990246,-0.445452,0.0209094,-0.036077,-0.00160836,0.00888858,0.0345713,0.285162,0.461679,-3.03076,0.0955798,-0.0174097,0.0162637
733,0.45205,0.853166,0.260304,0.845725,-0.0354111,-0.000442225,0.00923158,0.0356779,0.0851797,-0.263337,1.08355,0.0955656,-0.0177452,0.0177198
734,-0.0372021,-0.841359,0.539195,0.688724,-0.0354135,-0.00158789,0.0099536,0.0365676,0.83653,-0.569481,-1.61498,0.0965751,-0.0184969,0.0154954
735,0.872776,-0.0445649,0.486082,-0.964428,-0.0341779,-0.00164636,0.0106014,0.0352057,0.177037,-0.507601,-0.0510167,0.0966845,-0.0191623,0.0154049
736,0.451929,-0.441741,0.775,-0.038693,-0.0335174,-0.00224431,0.01164,0.0351053,-2.85009,-0.886715,-0.773998,0.0926808,-0.0203411,0.0143323
737,-0.475281,0.763256,-0.437664,0.313092,-0.0341168,-0.00120564,0.0110303,0.0354825,-1.03958,0.452998,2.12774,0.0911444,-0.0196988,0.0171999
738,0.342339,0.803583,0.486887,0.369044,-0.0336067,-0.000115145,0.0116751,0.0359345,-2.54724,-0.508523,1.16807,0.0875694,-0.0203612,0.0187594
739,-0.275938,-0.921708,0.272602,-0.587656,-0.0339346,-0.00136223,0.0120282,0.0350907,0.801807,-0.276097,-1.86168,0.0885359,-0.0207072,0.0162148
740,0.0136297,-0.696169,0.717748,-0.697724,-0.0338704,-0.00230116,0.0129819,0.0341004,1.18653,-0.800563,-1.55122,0.0900197,-0.0217611,0.0140966
741,0.863136,0.0772442,0.499029,-0.962452,-0.0326598,-0.00219381,0.0136378,0.0327555,0.126472,-0.522478,0.0892548,0.0900689,-0.0224368,0.0141981
742,0.702608,-0.0466715,-0.710045,-0.918737,-0.0316689,-0.00225375,0.0126625,0.0314732,-0.212169,0.789562,-0.0663286,0.0896615,-0.0213425,0.0140895
743,-0.673219,-0.736636,-0.064363,0.0093236,-0.0325324,-0.00324215,0.0125588,0.0314434,2.94955,0.0644075,-2.31124,0.0935106,-0.0212271,0.0109599
744,-0.129861,-0.42345,0.896563,0.659268,-0.0326632,-0.00380695,0.013747,0.0322872,1.46115,-1.11195,-1.86836,0.0953489,-0.0226931,0.0084339
745,-0.549217,-0.831426,0.084209,0.277243,-0.0333565,-0.00491785,0.0138416,0.032616,2.05087,-0.0843088,-2.15457,0.0979737,-0.0227758,0.00553054
746,-0.0500789,0.462837,0.885027,-0.473391,-0.033379,-0.00429083,0.0150094,0.0319377,0.442755,-1.08655,1.67858,0.0984359,-0.0242018,0.00777323
747,-0.381089,-0.334977,-0.86172,0.508452,-0.0338444,-0.00473351,0.0138357,0.0325756,-1.14004,1.03865,-2.4205,0.096778,-0.022779,0.00452253
748,-0.0722813,0.861537,-0.502524,0.543023,-0.0338958,-0.0035754,0.0131454,0.033258,-0.725781,0.526516,1.6545,0.0956783,-0.0220446,0.00672838
749,-0.159671,-0.681868,-0.713836,-0.648196,-0.0340637,-0.004481,0.0121748,0.0323482,-0.98144,0.79496,-1.80082,0.0942402,-0.0209538,0.0043151
750,0.361775,-0.0790536,0.928908,-0.35281,-0.033536,-0.00458043,0.0133971,0.0318347,-2.11186,-1.19145,-0.215134,0.0912987,-0.0225145,0.0040225
751,0.991663,0.0275451,-0.125883,-0.538535,-0.0321708,-0.00453765,0.0132117,0.0310752,-1.99977,0.126218,0.0277696,0.0885144,-0.0223164,0.00405412
752,-0.71433,0.695133,-0.0807627,0.35325,-0.033078,-0.00360724,0.0130867,0.0315036,-0.528383,0.0808508,2.36981,0.087694,-0.0221792,0.00720007
753,0.842232,0.490251,0.224275,-0.495833,-0.0319155,-0.00295138,0.0133672,0.0308033,-2.11706,-0.226199,0.527143,0.0847661,-0.0224502,0.00789057
754,-0.427305,-0.864837,0.263565,-0.446382,-0.0324399,-0.00409447,0.013699,0.0301704,-0.742989,-0.266716,-2.0297,0.0836682,-0.0227741,0.00518819
755,0.0789638,0.732893,0.675746,-0.683802,-0.0322924,-0.00311832,0.0145759,0.0292248,0.0752271,-0.741976,1.46347,0.0836571,-0.0237267,0.00711969
756,-0.336279,-0.702379,-0.62736,-7.03201e-05,-0.0326945,-0.00404327,0.0137268,0.029186,2.12052,0.678159,-2.01732,0.0863513,-0.0227983,0.00444186
757,-0.282484,-0.723571,0.6298,0.320802,-0.0330244,-0.00499377,0.0145406,0.0295712,-1.05385,-0.681296,-1.943,0.0848451,-0.0236682,0.00186928
758,-0.368726,0.191668,-0.909563,-0.534885,-0.0334673,-0.00473432,0.0133215,0.0288266,1.79295,1.14223,2.66222,0.0870985,-0.0221301,0.00537898
759,-0.841547,0.11987,0.526717,-0.279249,-0.034532,-0.00457015,0.0139979,0.0284207,-2.40217,-0.554733,3.0001,0.0838189,-0.0228318,0.0093246
760,-0.72907,0.577689,0.36706,0.0844505,-0.0354459,-0.00380402,0.0144624,0.0284944,2.60477,-0.375846,2.47152,0.0871359,-0.0232963,0.0125643
761,0.00166435,-0.615575,-0.788077,0.0118783,-0.0353971,-0.00460793,0.0134078,0.0284726,2.26961,0.907678,-1.56809,0.0900038,-0.0220729,0.0104873
762,0.0106325,0.979683,-0.200268,0.710682,-0.0353367,-0.00331621,0.0131274,0.0293679,0.155188,0.201631,1.55994,0.0900894,-0.0217793,0.0125207
763,-0.606855,-0.696623,0.38268,-0.430933,-0.0360857,-0.00422486,0.0136118,0.0287646,1.29885,-0.392695,-2.28743,0.0916736,-0.0222655,0.00950631
764,0.47375,-0.805498,-0.355997,-0.363561,-0.0354184,-0.00527365,0.013128,0.0282511,2.05717,0.363981,-1.03914,0.0942462,-0.0217599,0.00813373
765,0.707383,-0.673993,-0.212939,0.923903,-0.0344474,-0.00614779,0.0128325,0.0294219,-0.0649718,0.214582,-0.761231,0.0940381,-0.021451,0.00712803
766,0.949265,-0.154236,-0.274055,0.188811,-0.0331632,-0.00634112,0.0124579,0.0296299,-2.77927,0.277607,-0.161071,0.0902871,-0.0210605,0.00690845
767,0.813996,0.187326,0.549836,-0.895926,-0.0320587,-0.00608862,0.0131586,0.0284232,0.623958,-0.582168,0.226194,0.0909828,-0.0217921,0.00719435
768,-0.154989,0.837457,0.524065,-0.527548,-0.0322188,-0.00499025,0.0138238,0.0276993,0.591952,-0.551617,1.7538,0.0916351,-0.022482,0.00946857
769,0.217981,0.705177,0.674692,-0.729221,-0.0318934,-0.00406676,0.0146832,0.026715,-1.2859,-0.740548,1.271,0.0898438,-0.0234158,0.011109
770,0.931553,-0.180546,-0.315615,-0.257472,-0.0306422,-0.00429595,0.0142542,0.0263459,2.58032,0.321105,-0.191438,0.0930782,-0.0229683,0.010846
771,-0.723815,0.331728,0.605019,-0.00796004,-0.0315412,-0.00386012,0.0150205,0.0263014,1.10697,-0.64979,2.71185,0.0943932,-0.0237813,0.0143493
772,0.586435,-0.317158,0.745322,-0.890626,-0.0307407,-0.00426595,0.0159665,0.0251137,0.229638,-0.841017,-0.495771,0.0945684,-0.0248399,0.0136885
773,0.765752,-0.61142,0.199475,-0.255824,-0.0297103,-0.0050514,0.0162039,0.0247503,2.66065,-0.200822,-0.673799,0.0978881,-0.0250676,0.0127991
774,0.478741,-0.436761,-0.761608,-0.228738,-0.0290534,-0.00560917,0.0151989,0.0244228,2.24858,0.86579,-0.739576,0.100667,-0.0239166,0.011827
775,-0.703968,-0.630799,-0.326378,-0.270888,-0.0299243,-0.00641586,0.0147582,0.0240417,-2.40605,0.332469,-2.41096,0.0974323,-0.0234567,0.00870087
776,0.303689,0.710314,0.635002,-0.58513,-0.0294944,-0.00549224,0.0155575,0.0232567,-1.98466,-0.688011,1.16677,0.0947491,-0.0243131,0.0101932
777,-0.163425,0.922958,0.348484,-0.569947,-0.0296667,-0.00429732,0.0159859,0.0224932,-1.40726,-0.355954,1.74605,0.0928161,-0.0247399,0.0124273
778,0.75547,0.0807275,-0.650191,0.428895,-0.0286576,-0.00418804,0.0151297,0.0230156,-2.15121,0.707835,0.106453,0.0899317,-0.0237983,0.0125481
779,-0.936646,-0.271371,0.221479,-0.0410747,-0.0298231,-0.00453102,0.0153946,0.0229333,-1.33864,-0.223331,-2.85959,0.0880979,-0.0240545,0.00886118
780,0.621723,0.467455,0.628448,0.88319,-0.0289878,-0.00392591,0.0161805,0.0240362,-0.627578,-0.679556,0.644697,0.0871803,-0.0248949,0.00967635
781,-0.170337,0.842284,0.511412,-0.442926,-0.0291688,-0.00284241,0.0168146,0.0234383,0.976242,-0.536827,1.77034,0.0883187,-0.0255503,0.0119307
782,-0.220617,0.702583,0.676539,0.0997343,-0.0294136,-0.00194034,0.0176583,0.0235359,2.48666,-0.743053,1.87505,0.0913856,-0.0264679,0.0143132
783,-0.902913,0.425622,-0.0599435,-0.212009,-0.0305292,-0.00139428,0.0175592,0.0232351,-0.284857,0.0599794,2.7011,0.0909051,-0.0263575,0.0177446
784,-0.385302,-0.236562,0.891953,0.498754,-0.0309817,-0.00169424,0.0186745,0.0238416,1.3758,-1.10165,-2.59097,0.092544,-0.027729,0.0144172
785,0.70169,-0.437806,0.5621,0.311322,-0.0300484,-0.00224979,0.0193667,0.0242078,2.62881,-0.596923,-0.55783,0.0957749,-0.0284541,0.0136882
786,-0.942957,0.0894986,-0.320659,-0.140815,-0.0312099,-0.00213307,0.0189341,0.0239979,-2.53187,0.326425,3.04696,0.0924318,-0.0280026,0.0175473
787,-0.317439,0.732755,-0.601916,0.204478,-0.0315736,-0.00119928,0.0181452,0.0242272,-1.48365,0.645898,1.9796,0.0904292,-0.0271463,0.0200404
788,0.312716,0.162455,0.935851,-0.742699,-0.0311366,-0.000991598,0.0193098,0.0232539,0.487072,-1.21067,0.479124,0.0909326,-0.0286482,0.020623
789,-0.300857,0.0890351,0.949504,-0.591137,-0.0314785,-0.000877496,0.0204888,0.0224752,-2.70761,-1.25165,2.85387,0.0873856,-0.0301983,0.0242139
790,0.61205,-0.0361754,-0.789991,0.81427,-0.0306639,-0.000922176,0.0194629,0.0234775,0.840593,0.910795,-0.0590366,0.088339,-0.0290072,0.0241086
791,0.912082,-0.0853077,0.401035,-0.724568,-0.0294721,-0.00102886,0.0199453,0.0225318,-1.45283,-0.412646,-0.0932595,0.0863907,-0.0294922,0.0239602
792,-0.322516,0.408409,-0.853924,-0.349774,-0.0298421,-0.000511892,0.0188419,0.0220617,-0.13419,1.02348,2.23922,0.0861121,-0.0281627,0.0267572
793,-0.627697,-0.70877,0.321933,-0.343281,-0.030596,-0.00140503,0.0192241,0.021601,-0.597378,-0.327771,-2.29561,0.0852502,-0.0285405,0.0238286
794,-0.551865,-0.536902,0.638108,-0.291289,-0.0312525,-0.00207946,0.0200036,0.021207,-0.364065,-0.692038,-2.36994,0.0846843,-0.0293761,0.0208138
795,0.168463,-0.462112,-0.870674,-0.296371,-0.0310013,-0.00265812,0.0188832,0.0208075,-3.12074,1.05657,-1.22122,0.0806524,-0.0280101,0.0192515
796,-0.194443,0.978741,0.0652498,0.289582,-0.0312066,-0.0014252,0.0189415,0.0211451,-2.27349,-0.0652962,1.76691,0.0776949,-0.028057,0.0214471
797,0.305886,-0.878476,0.367034,0.756846,-0.0307836,-0.00252564,0.0193782,0.0220682,-0.447155,-0.375818,-1.23573,0.0770364,-0.0284933,0.0198697
798,0.553866,-0.130198,0.822363,-0.592356,-0.030051,-0.00268563,0.0203845,0.0212983,-1.54629,-0.965552,-0.23088,0.0750021,-0.0296676,0.0195555
799,0.620161,0.70307,0.347984,-0.225102,-0.0292372,-0.00180234,0.0207945,0.0209899,-2.7978,-0.35542,0.847972,0.0714066,-0.0300753,0.0205923
800,-0.795079,0.206723,0.570189,-0.31216,-0.0301945,-0.00154168,0.0214812,0.0205734,-1.91972,-0.606736,2.88722,0.0689177,-0.0307961,0.0241756
801,0.762269,-0.519656,0.38588,0.808473,-0.0292052,-0.00218851,0.0219361,0.0215571,1.18968,-0.396162,-0.598354,0.0703169,-0.0312523,0.0233984
802,0.382017,-0.149848,-0.911926,0.42031,-0.0286924,-0.00237263,0.0207717,0.0220543,1.83803,1.14795,-0.373811,0.0725211,-0.0297819,0.0229031
803,0.992503,-0.0931581,0.0791166,-0.784543,-0.0274207,-0.00248569,0.0208444,0.0210498,1.33662,-0.0791993,-0.0935876,0.0740953,-0.0298435,0.022758
804,-0.699205,0.149601,0.699094,-0.0553472,-0.0282563,-0.00229652,0.021688,0.0209548,0.794225,-0.77413,2.93081,0.074991,-0.0307692,0.026375
805,0.507862,-0.0602635,-0.859328,0.865827,-0.0275903,-0.00236853,0.0205935,0.0220043,-0.217936,1.03395,-0.118109,0.0746271,-0.0294466,0.0261955
806,-0.0509683,-0.55812,0.828193,-0.644822,-0.0276193,-0.00305805,0.0215955,0.021177,0.334347,-0.975876,-1.66186,0.0749493,-0.0306208,0.0241012
807,-0.742013,0.576951,0.341386,-0.223109,-0.0285045,-0.00233933,0.0219918,0.0208743,0.853027,-0.348391,2.48069,0.0759135,-0.0310145,0.0271453
808,0.459001,0.265707,0.847772,-0.0445924,-0.0279012,-0.00200759,0.0230138,0.0207933,2.95067,-1.01177,0.524745,0.0794714,-0.0322284,0.0277611
809,0.850672,0.0883014,-0.518227,0.320454,-0.0268152,-0.00189596,0.0223448,0.0211637,-2.43343,0.544777,0.103431,0.0763652,-0.0315151,0.0278547
810,-0.000186206,0.574201,-0.818714,0.115991,-0.0267823,-0.00118473,0.0213064,0.0212807,-2.51175,0.959168,1.57112,0.07317,-0.0302921,0.0297599
811,0.0194247,0.970503,0.240306,-0.279353,-0.0267253,1.34098e-05,0.0215765,0.02091,-2.57546,-0.242681,1.55078,0.0699041,-0.0305539,0.0316354
812,0.223893,0.867583,-0.44404,0.74512,-0.0264167,0.00108185,0.0210031,0.0218019,-0.259887,0.460103,1.31824,0.0694979,-0.0299497,0.0332199
813,-0.979764,0.199614,-0.0147493,-0.040263,-0.0275893,0.00132604,0.0209591,0.0217256,2.46399,0.0147499,2.94061,0.0724432,-0.0298947,0.036796
814,0.398406,0.855837,-0.329872,-0.325305,-0.027066,0.00237581,0.0205281,0.0212993,-2.1269,0.336168,1.13511,0.0697413,-0.029445,0.0381453
815,-0.698174,-0.61811,-0.36124,0.249432,-0.0278894,0.00161448,0.0200597,0.0215792,0.83088,0.369597,-2.41695,0.0706752,-0.0289554,0.0351329
816,-0.841127,-0.285228,0.459511,0.147419,-0.028886,0.00126296,0.0205982,0.0217334,-2.29212,-0.477444,-2.81466,0.0677796,-0.029505,0.0316405
817,0.473921,0.825733,-0.305882,0.128942,-0.0282706,0.0022721,0.0201986,0.0218646,3.02103,0.310865,1.04976,0.0713944,-0.0290884,0.0328867
818,-0.919799,0.21118,0.330714,0.178295,-0.0293605,0.00252749,0.0205782,0.0220559,-1.02114,-0.33706,2.91591,0.0700588,-0.0294649,0.0364112
819,0.798825,0.527841,0.288552,0.177112,-0.0283493,0.0031689,0.0209054,0.0222452,2.67733,-0.292714,0.58391,0.0732422,-0.0297863,0.0370797
820,-0.947589,-0.275532,0.161731,0.160027,-0.0294703,0.00282902,0.0210771,0.0224132,1.34133,-0.162444,-2.85862,0.0747887,-0.0299481,0.0335483
821,0.876328,-0.209663,0.433694,-0.343863,-0.028367,0.0025702,0.0215797,0.0219671,-2.36193,-0.448589,-0.234837,0.0718207,-0.030458,0.0332214
822,0.39395,-0.300722,0.868545,0.665397,-0.0278532,0.00220123,0.0226101,0.0227498,-0.909176,-1.05226,-0.651991,0.0706273,-0.0317011,0.0323878
823,0.406666,0.862854,-0.300178,0.109944,-0.0273253,0.00324698,0.0222179,0.0228558,-2.68439,0.304879,1.13037,0.0672797,-0.0312921,0.033722
824,-0.839221,-0.539047,0.0716709,0.150029,-0.0283106,0.00258885,0.0222779,0.0230101,-1.7831,-0.0717324,-2.57064,0.0650341,-0.0313412,0.0305613
825,0.103747,0.409308,-0.906479,0.737535,-0.0281505,0.00308185,0.0211521,0.0238762,1.16092,1.13487,1.32256,0.0663625,-0.0299276,0.0321274
826,-0.721494,0.42982,-0.542864,-0.131803,-0.0289899,0.00359848,0.0204693,0.0236877,-2.22348,0.573844,2.60431,0.0635903,-0.0291966,0.0352414
827,0.309966,-0.0968151,-0.945805,0.33762,-0.0285801,0.00347706,0.0193009,0.0240673,2.06398,1.24007,-0.30274,0.0660091,-0.0276619,0.0348327
828,-0.980989,0.0378637,0.190335,0.0805789,-0.0297303,0.00351859,0.0195074,0.0241356,2.34209,-0.191503,3.10301,0.068758,-0.0278597,0.0385383
829,0.559882,0.798528,0.221099,-0.0939034,-0.0290191,0.00447759,0.0197506,0.0239932,-3.04485,-0.222942,0.959305,0.0650022,-0.028095,0.039649
830,0.445814,0.707157,0.548798,-0.745026,-0.028447,0.00532419,0.020388,0.0230667,-1.33241,-0.580926,1.0083,0.0633185,-0.0287611,0.040816
831,-0.950563,0.148604,-0.272668,-0.0969177,-0.0295566,0.00549661,0.0200354,0.0229223,-2.34801,0.276165,2.98652,0.0604168,-0.0283942,0.0443608
832,0.334438,0.92471,-0.181831,0.166902,-0.0291191,0.00660143,0.0197927,0.0230953,2.85853,0.182848,1.22377,0.0637799,-0.0281403,0.0457783
833,0.626535,0.377698,0.681761,-0.597803,-0.028332,0.00704693,0.0205874,0.02235,1.47412,-0.750167,0.542503,0.065473,-0.0290071,0.0463746
834,0.0819114,0.936276,-0.341581,0.477982,-0.0281999,0.00816111,0.0201532,0.0228963,2.0467,0.348598,1.48353,0.0678486,-0.0285543,0.0480978
835,-0.91009,-0.169788,0.378033,0.163973,-0.029256,0.007948,0.0205818,0.0230652,0.887678,-0.387671,-2.95715,0.0688304,-0.0289844,0.0444987
836,0.480086,-0.716208,0.506522,0.573913,-0.0286468,0.00708178,0.021163,0.0237241,1.96911,-0.531146,-0.980271,0.0711035,-0.029585,0.0432729
837,0.165783,0.95224,0.256427,-0.00612103,-0.0284145,0.008211,0.0214441,0.0236885,2.93919,-0.259324,1.39843,0.0745301,-0.0298595,0.044892
838,-0.453929,0.0123815,-0.890952,-0.475285,-0.0289222,0.00821598,0.0203553,0.0230931,-2.32908,1.09944,3.11432,0.0716618,-0.0285119,0.0485548
839,0.0668156,0.484507,0.872232,-0.650719,-0.0288081,0.00878367,0.0213707,0.0222899,-0.00141726,-1.05975,1.43376,0.0715747,-0.029741,0.0502058
840,-0.437747,0.0986509,-0.89367,0.245481,-0.029295,0.00889065,0.0202813,0.0225556,0.605752,1.10546,2.91993,0.0722107,-0.0283896,0.0536222
841,-0.224825,0.622643,-0.749513,-0.271012,-0.0295275,0.00962044,0.019366,0.0222066,-2.90047,0.847325,1.91731,0.068676,-0.0273483,0.0558382
842,-0.836622,0.543755,0.0662929,0.250596,-0.030486,0.0102548,0.0194217,0.0224778,-1.22629,-0.0663416,2.56526,0.067138,-0.0273946,0.0588185
843,0.543843,0.817543,-0.189364,-0.412512,-0.0298047,0.0112124,0.0191741,0.0219618,2.26641,0.190515,0.983798,0.0697469,-0.0271361,0.0599158
844,0.110057,0.980579,0.162336,0.544612,-0.029639,0.012361,0.0193437,0.0225811,1.35612,-0.163058,1.45903,0.071271,-0.0272972,0.0615735
845,-0.931696,0.0737094,0.355681,-0.10172,-0.0307065,0.0124336,0.0197417,0.022434,-0.742548,-0.363642,3.06264,0.0703079,-0.0276952,0.065125
846,-0.938573,-0.312992,0.145319,0.170442,-0.0317796,0.0120489,0.0198902,0.0226089,1.31538,-0.145836,-2.81971,0.0717796,-0.0278349,0.0617151
847,-0.878118,-0.0535463,-0.475439,-0.146006,-0.0327789,0.0119715,0.0193054,0.0224098,1.50541,0.495463,-3.08069,0.0734722,-0.0272171,0.058005
848,-0.89778,0.348549,0.269266,0.0210569,-0.0337989,0.0123684,0.0196001,0.0224083,2.06398,-0.272631,2.77127,0.0758195,-0.0275065,0.0612046
849,-0.22765,-0.642263,0.731898,-0.181824,-0.0340272,0.0115973,0.0204391,0.0221677,-2.6311,-0.821103,-1.91143,0.0726311,-0.0284412,0.0588811
850,0.140238,-0.94936,0.281155,0.70501,-0.0338222,0.0104668,0.0207458,0.022971,-0.485892,-0.284998,-1.42414,0.0719741,-0.028743,0.0571364
851,-0.932727,-0.185325,0.309314,-0.129442,-0.0348785,0.0102367,0.0210849,0.0227919,0.45628,-0.314471,-2.94546,0.0724257,-0.0290788,0.0536081
852,-0.823741,0.0448201,0.565192,-0.161973,-0.0358044,0.0102773,0.0217236,0.0225751,-0.979127,-0.600666,3.08724,0.0711914,-0.0297497,0.0571687
853,-0.395915,-0.722879,-0.566301,-0.297255,-0.0362266,0.0094178,0.0210342,0.0222001,-2.96393,0.602011,-2.07187,0.0676333,-0.029009,0.0546728
854,0.6811,0.711225,-0.173959,0.046732,-0.0353866,0.0102396,0.0208059,0.0222289,3.11441,0.174849,0.807031,0.0712009,-0.0287703,0.0555537
855,0.012536,0.913007,0.407751,-0.603963,-0.0353306,0.0112955,0.0212584,0.0214965,0.699636,-0.419989,1.55707,0.0719359,-0.0292279,0.0573099
856,-0.0727994,-0.895397,-0.439278,0.54609,-0.0353743,0.0102362,0.0207204,0.0221093,0.788411,0.454795,-1.65192,0.0727729,-0.0286624,0.0553131
857,0.747028,-0.550252,-0.373058,0.921978,-0.0344614,0.00958222,0.0202609,0.0231593,-0.45631,0.382303,-0.634862,0.0721556,-0.0281829,0.0545078
858,0.69255,-0.111523,0.712697,-0.846433,-0.033614,0.00944108,0.021068,0.0221458,0.871895,-0.793335,-0.159662,0.0730877,-0.0290747,0.0542582
859,0.17734,-0.983202,-0.0431768,-0.683841,-0.0333685,0.0082855,0.0209932,0.021324,0.905125,0.0431902,-1.39235,0.0740563,-0.0289906,0.0525741
860,0.772542,-0.518401,0.366659,-0.450054,-0.0324314,0.00767307,0.0213951,0.0207758,2.26022,-0.375415,-0.591019,0.0765983,-0.0293934,0.0518258
861,-0.258655,0.131975,-0.956912,-0.228751,-0.0326941,0.00781744,0.0202589,0.020486,0.143438,1.27617,2.66979,0.076676,-0.027877,0.0548664
862,-0.467924,0.876846,-0.110399,0.352147,-0.033199,0.00882559,0.0201073,0.0208708,-1.4545,0.110625,2.061,0.0748997,-0.0277164,0.0571937
863,0.335194,-0.0623488,-0.940084,-0.816495,-0.0327721,0.00874312,0.0189947,0.0199005,-0.0543333,1.22288,-0.183906,0.0747499,-0.0262672,0.0569143
864,-0.969916,0.229347,-0.081629,0.0152137,-0.0338568,0.00899845,0.0188782,0.0198951,-2.71598,0.08172,2.9094,0.0715199,-0.0261423,0.0602158
865,-0.57921,-0.374195,-0.724219,0.41295,-0.0344873,0.00855545,0.0180191,0.0203495,-1.03553,0.809901,-2.568,0.0702401,-0.0251757,0.0571774
866,0.202237,0.235244,0.950663,0.328488,-0.0342139,0.00881722,0.0190961,0.0207053,1.62355,-1.25537,0.860703,0.0720337,-0.0265963,0.0581052
867,-0.77202,-0.632927,-0.0582191,0.312749,-0.0350649,0.00807703,0.0190069,0.0210421,0.609903,0.058252,-2.45488,0.0726541,-0.0264984,0.0552068
868,-0.746707,-0.664806,-0.0214844,-0.0506286,-0.0358848,0.00730182,0.0189603,0.0209596,2.79966,0.0214861,-2.41415,0.0757958,-0.0264431,0.0523619
