[0.000000] (-) TimerEvent: {}
[0.000352] (-) JobUnselected: {'identifier': 'my_ur5e_moveit2_control'}
[0.000382] (-) JobUnselected: {'identifier': 'ur'}
[0.000398] (-) JobUnselected: {'identifier': 'ur_calibration'}
[0.000410] (-) JobUnselected: {'identifier': 'ur_controllers'}
[0.000422] (-) JobUnselected: {'identifier': 'ur_dashboard_msgs'}
[0.000435] (-) JobUnselected: {'identifier': 'ur_moveit_config'}
[0.000445] (-) JobUnselected: {'identifier': 'ur_robot_driver'}
[0.000457] (-) JobUnselected: {'identifier': 'ur_simulation_gz'}
[0.000470] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.076541] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur20\n'}
[0.076693] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur20/default_kinematics.yaml\n'}
[0.076824] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur20/physical_parameters.yaml\n'}
[0.077036] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur20/joint_limits.yaml\n'}
[0.077182] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur20/visual_parameters.yaml\n'}
[0.077304] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10e\n'}
[0.077433] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10e/default_kinematics.yaml\n'}
[0.077564] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10e/physical_parameters.yaml\n'}
[0.077712] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10e/joint_limits.yaml\n'}
[0.077843] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10e/visual_parameters.yaml\n'}
[0.078039] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10\n'}
[0.078185] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10/default_kinematics.yaml\n'}
[0.078315] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10/physical_parameters.yaml\n'}
[0.078444] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10/joint_limits.yaml\n'}
[0.078572] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur10/visual_parameters.yaml\n'}
[0.078718] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur16e\n'}
[0.078849] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur16e/default_kinematics.yaml\n'}
[0.079070] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur16e/physical_parameters.yaml\n'}
[0.079211] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur16e/joint_limits.yaml\n'}
[0.079334] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/config/ur16e/visual_parameters.yaml\n'}
[0.079452] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/launch\n'}
[0.079578] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/launch/view_ur.launch.py\n'}
[0.079719] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes\n'}
[0.079830] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3\n'}
[0.080012] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision\n'}
[0.080128] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision/upperarm.stl\n'}
[0.080234] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision/base.stl\n'}
[0.080336] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision/wrist1.stl\n'}
[0.080438] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision/wrist3.stl\n'}
[0.080542] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision/forearm.stl\n'}
[0.080658] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision/wrist2.stl\n'}
[0.080763] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/collision/shoulder.stl\n'}
[0.080867] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual\n'}
[0.081002] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual/upperarm.dae\n'}
[0.081782] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual/shoulder.dae\n'}
[0.083521] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual/wrist2.dae\n'}
[0.084321] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual/forearm.dae\n'}
[0.085353] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual/base.dae\n'}
[0.086046] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual/wrist1.dae\n'}
[0.086849] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3/visual/wrist3.dae\n'}
[0.087035] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e\n'}
[0.087192] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision\n'}
[0.087361] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision/upperarm.stl\n'}
[0.087475] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision/base.stl\n'}
[0.087630] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist1.stl\n'}
[0.087804] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist3.stl\n'}
[0.087940] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision/forearm.stl\n'}
[0.088106] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision/wrist2.stl\n'}
[0.088226] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/collision/shoulder.stl\n'}
[0.088376] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual\n'}
[0.088487] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual/upperarm.dae\n'}
[0.092025] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual/shoulder.dae\n'}
[0.094045] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist2.dae\n'}
[0.095487] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual/forearm.dae\n'}
[0.096822] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual/base.dae\n'}
[0.097147] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist1.dae\n'}
[0.098613] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur3e/visual/wrist3.dae\n'}
[0.098902] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e\n'}
[0.099074] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision\n'}
[0.099198] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision/upperarm.stl\n'}
[0.099354] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision/base.stl\n'}
[0.099495] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist1.stl\n'}
[0.099643] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist3.stl\n'}
[0.099759] (-) TimerEvent: {}
[0.099927] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision/forearm.stl\n'}
[0.100066] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision/wrist2.stl\n'}
[0.100243] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/collision/shoulder.stl\n'}
[0.100378] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual\n'}
[0.100535] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual/upperarm.dae\n'}
[0.103390] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual/shoulder.dae\n'}
[0.105231] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist2.dae\n'}
[0.106782] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual/forearm.dae\n'}
[0.107976] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual/base.dae\n'}
[0.108526] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist1.dae\n'}
[0.109867] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5e/visual/wrist3.dae\n'}
[0.110068] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5\n'}
[0.110239] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision\n'}
[0.110353] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision/upperarm.stl\n'}
[0.110506] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision/base.stl\n'}
[0.110650] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision/wrist1.stl\n'}
[0.110785] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision/wrist3.stl\n'}
[0.110947] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision/forearm.stl\n'}
[0.111109] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision/wrist2.stl\n'}
[0.111279] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/collision/shoulder.stl\n'}
[0.111422] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual\n'}
[0.111532] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual/upperarm.dae\n'}
[0.113373] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual/shoulder.dae\n'}
[0.114475] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual/wrist2.dae\n'}
[0.115506] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual/forearm.dae\n'}
[0.116953] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual/base.dae\n'}
[0.117202] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual/wrist1.dae\n'}
[0.118444] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur5/visual/wrist3.dae\n'}
[0.118724] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30\n'}
[0.118917] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/LICENSE.txt\n'}
[0.119098] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/collision\n'}
[0.119224] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/collision/upperarm.stl\n'}
[0.119437] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/collision/forearm.stl\n'}
[0.119790] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/visual\n'}
[0.119983] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/visual/upperarm.dae\n'}
[0.120778] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/visual/UR30_DIFF_8bit_2K.png\n'}
[0.122416] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur30/visual/forearm.dae\n'}
[0.123298] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20\n'}
[0.123482] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/LICENSE.txt\n'}
[0.123648] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision\n'}
[0.123768] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision/upperarm.stl\n'}
[0.123936] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision/base.stl\n'}
[0.124092] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision/wrist1.stl\n'}
[0.124262] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision/wrist3.stl\n'}
[0.124375] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision/forearm.stl\n'}
[0.124522] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision/wrist2.stl\n'}
[0.124693] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/collision/shoulder.stl\n'}
[0.124861] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual\n'}
[0.125008] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/upperarm.dae\n'}
[0.125671] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/UR20_DIFF_8bit_2K.png\n'}
[0.127212] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/shoulder.dae\n'}
[0.127509] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/wrist2.dae\n'}
[0.127889] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/forearm.dae\n'}
[0.128705] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/base.dae\n'}
[0.129210] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/wrist1.dae\n'}
[0.129776] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur20/visual/wrist3.dae\n'}
[0.130285] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e\n'}
[0.130483] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision\n'}
[0.130598] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision/upperarm.stl\n'}
[0.130776] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision/base.stl\n'}
[0.130903] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist1.stl\n'}
[0.131092] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist3.stl\n'}
[0.131232] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision/forearm.stl\n'}
[0.131397] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist2.stl\n'}
[0.131562] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/collision/shoulder.stl\n'}
[0.131752] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual\n'}
[0.131867] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual/upperarm.dae\n'}
[0.134832] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual/shoulder.dae\n'}
[0.137083] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist2.dae\n'}
[0.138508] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual/forearm.dae\n'}
[0.140054] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual/base.dae\n'}
[0.140499] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist1.dae\n'}
[0.141908] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist3.dae\n'}
[0.142119] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10\n'}
[0.142308] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision\n'}
[0.142420] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision/upperarm.stl\n'}
[0.142597] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision/base.stl\n'}
[0.142775] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision/wrist1.stl\n'}
[0.142950] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision/wrist3.stl\n'}
[0.143137] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision/forearm.stl\n'}
[0.143292] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision/wrist2.stl\n'}
[0.143438] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/collision/shoulder.stl\n'}
[0.143608] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual\n'}
[0.143728] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual/upperarm.dae\n'}
[0.146046] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual/shoulder.dae\n'}
[0.147198] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual/wrist2.dae\n'}
[0.149523] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual/forearm.dae\n'}
[0.151741] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual/base.dae\n'}
[0.152048] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual/wrist1.dae\n'}
[0.153745] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur10/visual/wrist3.dae\n'}
[0.154040] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur16e\n'}
[0.154162] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur16e/collision\n'}
[0.154377] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur16e/collision/upperarm.stl\n'}
[0.154577] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur16e/collision/forearm.stl\n'}
[0.154749] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur16e/visual\n'}
[0.154952] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur16e/visual/upperarm.dae\n'}
[0.157958] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/meshes/ur16e/visual/forearm.dae\n'}
[0.159330] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/rviz\n'}
[0.159555] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/rviz/view_robot.rviz\n'}
[0.159776] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf\n'}
[0.159999] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/inc\n'}
[0.160178] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/inc/ur_transmissions.xacro\n'}
[0.160327] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/inc/ur_joint_control.xacro\n'}
[0.160478] (ur_description) StdoutLine: {'line': b'-- Installing: /home/russell/ROS2_REPAS/install/ur_description/share/ur_description/urdf/inc/ur_sensors.xacro\n'}
